ONE,TWO,THR,FOU,FIV,SIX,SEV,EIG,NIN,ASM,CON,ENG,IDM
113.814463,87.23515428,165.9252486,34.96418414,51.27259864,65.96629801,45.40739507,55.46595185,73.10101592,0.042623385,2.171559343,3.754212205,0.77216099
113.3015704,87.49638968,165.9136482,35.32954921,51.24697853,65.74214053,45.86309458,55.44231905,72.88563204,0.041160329,2.112689394,3.765853039,0.772652197
113.8561395,94.73817274,153.4686908,29.21334434,58.86916771,63.58928068,39.65257331,62.63477942,70.6820727,0.075085146,2.149818497,3.364130953,0.801308248
113.1075402,95.97686829,150.0955848,28.72730728,58.01154028,62.5861978,39.24034251,61.91863223,69.94033934,0.073620246,2.15948548,3.378427576,0.798855296
112.8604601,94.59197443,147.5228555,29.43613817,56.82031087,61.99011689,40.27731869,60.69429443,69.60865087,0.069574775,2.121054293,3.403710784,0.796430755
112.3681641,94.31220407,140.2435192,28.98808152,53.22139972,60.8620581,39.76232975,57.66383207,68.76851096,0.07586149,1.918402778,3.35935459,0.805331206
114.8659347,85.43026949,146.7321654,32.59665584,48.32148344,64.34965344,42.80521491,52.83790157,70.71098447,0.056380922,1.663431187,3.523757451,0.803049139
114.6004676,84.9742444,155.4971985,32.43848812,49.23706317,65.19419164,42.70167306,53.96324233,72.03805606,0.047122662,1.705650253,3.632906272,0.795014577
114.1182134,82.06351602,155.8222952,34.8832521,48.1239204,64.9948356,45.07591208,53.13254952,72.03464465,0.044611341,1.697048611,3.639507083,0.797138712
96.76712437,68.36880524,128.6929845,36.18175834,45.62170961,58.3250654,44.25399662,52.12992213,66.22984833,0.056411091,1.11422822,3.443864655,0.813148567
108.5483448,90.68881195,172.4573864,32.19830484,54.55023936,64.33966082,42.4847304,58.879309,70.72980798,0.038670834,2.219854798,3.831196579,0.74413674
112.4166864,93.58909407,173.6263613,29.47301245,55.97651612,64.30076759,40.0552354,60.25996222,70.67397303,0.040771631,2.205216225,3.799222676,0.747270589
113.6737689,90.21302872,167.1961115,31.90396982,52.44848978,64.3975632,42.53054585,56.7517781,70.66370969,0.048808456,1.961213699,3.615400284,0.790401317
108.5838759,93.47261679,176.2702809,32.26494324,58.48670719,62.64342888,43.42087452,62.83745037,69.16847808,0.061115907,2.176925505,3.511068237,0.785282845
109.8736387,91.85100024,169.1030323,31.81785971,58.27219591,62.55658619,42.93206169,62.43068744,68.86131591,0.062902676,2.039614899,3.463286841,0.784860327
113.7788431,85.55128433,163.002328,31.4247572,52.52867421,63.83433527,42.15615854,56.39392366,70.12605649,0.0537266,1.941130051,3.584304816,0.785040081
113.9784071,88.75610598,157.3567215,30.17501456,54.82268183,62.39863441,40.63415666,58.87730857,69.11133174,0.065875083,2.067037563,3.462951551,0.782546823
104.3768348,85.74894452,161.9666489,35.27218582,49.64742676,61.58457856,45.24749086,54.46243911,68.52752469,0.046108919,1.974392361,3.703227267,0.769135886
107.5397234,83.06762942,173.8182706,33.84544614,49.49386946,64.17495081,43.9486263,54.46789984,70.70336759,0.042637052,2.222143308,3.761612662,0.764839662
113.5127545,88.14443261,161.4418008,30.42561543,56.74948907,62.79998435,41.21429389,60.62012634,69.31657767,0.066007803,2.148358586,3.482182595,0.784189387
114.0930595,81.85366359,146.6487038,34.12954898,50.61102385,61.15494133,44.76721973,54.93643986,68.72229952,0.062401977,1.951191604,3.51611861,0.776692053
113.7388041,87.75792101,158.005958,34.07844717,49.86915429,63.64756687,44.79631295,53.60142028,69.74286618,0.056976854,1.671796086,3.526186896,0.803512962
113.5951014,77.26529948,136.7174775,34.27398972,45.41265118,59.11845104,44.88602083,49.97084013,65.53985143,0.060906008,1.687776199,3.443925347,0.800179807
114.0436001,75.81116832,131.7225379,32.93906466,42.83543566,57.58953229,43.4176194,47.81299917,63.68104326,0.063264269,1.382733586,3.347818819,0.816635779
109.8779396,94.19936671,177.2622909,32.67376962,53.56395023,63.03066537,43.50093656,57.84076032,70.2640666,0.043442577,1.997790404,3.723962972,0.778285256
114.4569425,82.04050268,144.5780658,31.40035924,47.70833806,59.04476731,42.0677644,52.38017833,66.31685228,0.063144207,1.771346275,3.459841529,0.787239034
112.0196003,95.83941959,171.4150982,31.33480602,57.78342796,64.39436501,42.64640306,62.11031936,70.99833966,0.054728125,2.402383207,3.616691126,0.771202518
104.8870739,97.80863321,165.9806562,35.1922731,61.97570587,62.87130435,46.40525479,66.46472294,69.25830957,0.070210952,2.783696338,3.468722194,0.769747349
106.6002111,96.98070549,164.3466106,34.13999299,61.79789176,62.91511424,45.29986294,66.28689909,69.43206956,0.067679289,2.763454861,3.485207589,0.764632512
107.0743963,96.048256,163.3936928,34.31848989,60.98291916,62.67034554,45.53739263,65.52068571,69.27754056,0.065450553,2.682291667,3.49717731,0.764140536
109.1177202,95.57488952,160.817659,32.92825019,59.84170491,62.51151917,44.11114467,64.31543871,69.37247012,0.067830755,2.633877841,3.464099169,0.771400922
101.9025114,100.840919,169.7433318,36.62292845,63.51923315,62.65909671,47.66942314,68.15509022,69.15171946,0.069671192,2.786852904,3.43790062,0.779703687
104.6468888,100.1478752,167.2115195,35.62923352,62.5040152,62.78241099,47.02717397,67.21475524,69.38700444,0.069414406,2.738833649,3.439264063,0.77714839
113.6933692,93.45428898,163.5639599,29.29335503,53.02484582,62.27865629,40.46780851,57.35242566,68.70131764,0.052364344,2.510969066,3.640132465,0.78306924
113.5139579,95.11903212,164.3502506,28.10330642,54.21805861,62.30366104,39.18165404,58.65811005,68.71030638,0.051335667,2.547269571,3.662486648,0.777260809
110.0021208,104.9959754,173.8218316,31.73345425,57.67226562,63.89457342,42.73870872,61.73954219,71.58327791,0.052803873,2.129813763,3.615564169,0.792501414
109.5028705,95.34669942,175.1327139,38.06823726,54.04339626,63.59765529,48.90987718,58.35486006,70.68717089,0.040079245,2.542495265,3.833650905,0.751049431
108.4550387,95.05947167,170.7051866,38.53437598,52.63919817,62.09483572,49.17987408,56.80947381,69.55810746,0.04599529,2.221590909,3.707305627,0.775853378
112.0878314,100.4556996,172.7529889,31.71263173,57.58345865,61.78797028,43.31901158,62.03237628,67.91884044,0.050936142,2.659840593,3.693502075,0.762601538
112.4592803,100.2662267,172.5439059,28.92773412,56.1810664,63.30312765,40.53621463,61.02476155,69.61227163,0.050690946,2.729285038,3.672249823,0.775792915
113.4452435,100.0105252,169.3695056,29.09954093,54.93346884,62.58933449,40.56892965,59.66177245,68.9997502,0.051307986,2.651554609,3.677205686,0.774543599
111.1109138,102.3494417,178.9300525,34.66590335,57.23748833,63.23386975,45.74117732,61.29422352,70.54466188,0.04789584,2.301017992,3.704294555,0.7841475
114.3356514,91.8081104,178.7397905,32.08650764,55.02405084,62.65255899,43.39962273,59.11869614,69.14564315,0.049811388,2.485164141,3.749493558,0.769148857
114.2645991,97.91652857,165.6242109,16.94071345,48.10421359,51.07059959,26.39920419,52.58627005,58.06491509,0.053516146,1.724116162,3.55857051,0.789748345
114.0853358,102.0789043,173.8007122,27.80039225,58.62424281,60.29142541,39.15079005,62.60037496,66.55609681,0.046608512,2.822798295,3.826551244,0.739660584
114.0549736,101.4517736,175.3885239,28.02575585,57.59156033,60.15191454,39.47124948,61.68354819,66.50454387,0.045928846,2.852391098,3.843980469,0.73558584
113.8351878,109.2206933,174.0611091,25.48517653,57.82108449,60.84289685,36.67616194,62.42431625,67.03114717,0.048515034,2.499842172,3.724658417,0.768286317
113.6167337,107.8445786,178.8891848,27.88634763,58.39724999,61.12087963,38.89599524,62.49594617,67.77274255,0.049354879,2.374802715,3.7091534,0.774067383
114.0962161,107.8005248,174.3737472,27.27878728,57.01700383,60.76524135,38.16072784,61.33169857,67.56972455,0.048715278,2.313486427,3.681275315,0.77587632
111.7682785,101.4025213,167.2859454,31.70174705,56.93051205,57.50627582,43.26931781,60.97577217,64.52776917,0.052165302,1.745462437,3.61714247,0.787034807
113.4779336,107.1150075,180.7659012,30.1570376,58.73369257,63.12841856,41.34046371,62.86786803,69.87008068,0.052944838,2.555673927,3.700393513,0.778062929
115.0359947,98.90166312,164.9226345,24.18726094,53.56643679,55.30985272,34.7303509,57.83794033,62.47005848,0.049900279,1.608112374,3.578634349,0.787229481
114.6291233,101.8550446,164.6913175,24.12356842,53.93232734,56.07526217,35.24720186,58.35845176,62.68024769,0.050226295,1.705808081,3.594977355,0.781530528
111.7457386,98.18235085,163.5067274,34.51495902,54.5683933,57.9270018,45.96319325,58.94564026,64.74170456,0.051512401,1.906052715,3.645172659,0.779346935
103.684521,112.07195,174.4528192,24.09151356,62.79793832,63.39930263,34.36288138,67.64227398,70.46788517,0.042721496,2.801649306,3.832499884,0.76015317
88.4318675,110.8611012,165.7939059,35.79189781,50.17326879,69.93351081,42.63943843,56.44349824,76.76139311,0.058634845,1.464962121,3.531527066,0.807796551
109.9406862,109.0469145,184.1468,28.57422081,63.29431589,62.97669451,39.5087811,67.43408141,71.43436024,0.047293129,2.616082702,3.733809886,0.78336683
105.9468415,114.538737,179.8714489,25.09640474,65.56452735,63.67534318,35.61266416,70.58925547,70.7293877,0.045119509,3.106573548,3.817600948,0.758902864
111.21439,113.0841323,182.9353595,27.71631137,64.56445681,64.80034558,38.95049857,69.31374036,72.11868675,0.046732376,3.169981061,3.79234677,0.763907258
109.9437934,109.4198923,184.009085,31.14296565,63.88776285,64.56543974,42.18810786,68.06815723,72.60151605,0.04652101,2.726404672,3.763862168,0.779698091
110.9168344,107.8798434,180.2163924,30.56097813,63.03029304,65.73436909,41.74321296,67.46791786,72.83768669,0.04643269,2.991279987,3.771379031,0.770749621
109.7260693,112.7761896,178.3483862,29.27897057,65.26322063,65.18559088,40.67359893,70.38923422,72.09180797,0.055535463,3.111111111,3.661773704,0.778322632
108.6231061,111.2955236,183.8835326,32.26703203,64.43537896,63.73954409,43.61050705,69.2703012,71.39664031,0.050156731,3.197798295,3.735517963,0.772259016
111.9774996,107.4188861,174.6881214,28.37019099,63.42626544,62.80648452,39.61332817,67.7840599,69.31702616,0.056392701,2.89547822,3.651823686,0.77771728
111.829358,105.9071378,181.6443142,28.77118494,59.89483018,65.48228565,39.59851006,64.2692991,72.83292913,0.045907143,2.666153725,3.760197259,0.78009846
110.9806956,103.4790286,169.7633562,29.85913524,60.07359174,65.68981054,41.30041628,64.65048543,72.22397625,0.052266314,2.937184343,3.684982298,0.783043288
111.224925,106.3243963,176.7603476,26.52417602,58.78401742,63.37629706,37.71957769,63.3397639,70.05756362,0.048048916,2.778922033,3.703093734,0.785049331
112.2061237,104.594697,170.9613913,26.97329533,59.46183351,64.88152437,38.41217543,64.20261318,71.22223777,0.052404112,2.709122475,3.664195437,0.78315168
112.2231988,103.5926353,173.6253847,29.77308018,60.1301023,60.993443,41.13300062,64.13480892,67.40490962,0.053979624,2.50915404,3.644654971,0.783938954
106.2000473,111.5662484,187.0223722,16.99620388,58.66181586,58.10608547,26.14406177,63.65728321,66.04564463,0.047104783,2.935250947,3.765921486,0.769417014
104.8306897,110.4344717,183.357994,22.36124663,61.74057501,60.81156078,32.77261927,66.66677955,68.89673352,0.048854489,2.831281566,3.745924035,0.778751455
107.0375829,114.7276476,180.5962062,16.92903713,60.0221501,59.28637522,26.21696408,65.11702933,66.34276091,0.056727896,3.061513573,3.703561425,0.771243994
113.6418975,99.4434087,161.1437421,24.3303343,55.90285022,62.67781346,35.20286383,60.38711454,69.00950455,0.059264903,2.358191288,3.568213917,0.789786241
113.1460208,100.1516927,160.4013475,28.58537067,57.9359751,62.90006549,39.83451293,62.18326793,69.41577154,0.061891943,2.441445707,3.566725867,0.789258542
105.5829388,105.3713206,184.8101424,19.2521543,58.63655662,55.75738796,28.71774268,63.11206646,63.20287979,0.047468354,2.806541982,3.772623234,0.760899
111.2039141,100.9960839,181.1063664,27.42711565,59.95418793,63.26165904,38.80334795,64.20710727,70.12567358,0.049817167,2.64520202,3.714458973,0.773931724
104.9255642,96.67459754,151.6294389,17.60752565,53.14369784,51.75130545,26.73604271,57.94258206,58.27000693,0.060756855,2.099747475,3.514328903,0.789898296
114.1408716,95.87229719,143.2312875,29.22920737,54.82690194,59.69559464,40.28487388,58.86278471,66.91834517,0.072593251,1.938289141,3.381978865,0.798536946
115.1315992,91.15210701,148.4811987,26.13347101,50.78296069,60.81378274,36.76951402,55.45757713,67.157048,0.071685128,1.876538826,3.384914105,0.814997151
106.220713,95.69904119,182.3636166,31.84065114,64.47928506,65.44250994,43.58053147,68.57844402,72.58787461,0.063790759,2.824021465,3.590464256,0.778303602
116.0186533,102.286192,178.364534,19.51976752,55.91783464,58.1194579,27.50921008,59.82634363,66.4606069,0.050608797,2.310724432,3.698196125,0.772446749
115.3850024,102.6325363,176.2710109,16.42651657,53.93798914,58.35465961,23.45688041,58.21578448,66.35989759,0.045975001,2.328519571,3.750373899,0.770334471
114.380958,99.85685961,180.3899641,22.71726511,56.95839394,66.15733574,32.5438586,61.23213687,73.88147428,0.045457036,2.306936553,3.723388552,0.791076689
112.9138159,96.75527738,179.964607,28.18354457,58.28157722,63.3750049,39.34135417,62.29336073,70.55481174,0.04746141,2.351917614,3.717817262,0.778387845
113.4738597,91.12650923,174.4080946,29.03111302,55.48660578,63.44220293,40.20895926,59.92325619,70.00695578,0.052320817,2.192313763,3.609806212,0.793743713
114.396948,90.03342014,135.5756984,27.53419581,49.36356619,57.90389761,38.30736489,54.10096302,65.74772854,0.072209198,1.958096591,3.358546412,0.806927595
115.4468316,90.7815262,165.8331656,29.26999949,55.66247755,64.96644094,40.10686165,59.98885205,71.73156748,0.054697486,2.321575126,3.588951189,0.79317756
113.8724353,99.842369,183.7830256,25.83148598,60.49427088,62.3151738,36.69328878,64.73576066,69.84146343,0.054186356,2.537602588,3.671019786,0.779335581
113.8773378,93.57403133,167.0535137,27.55880236,56.23447004,64.4988697,38.43291197,60.27431612,70.87165312,0.054432436,2.167219066,3.579713309,0.79242632
111.4966461,92.76814039,173.7204467,30.08711357,55.21973645,64.28897326,41.11962563,59.37740561,71.1701319,0.05053701,2.192313763,3.626195615,0.795700463
108.264609,93.50198272,177.3141769,32.61019992,60.91875,63.93395914,43.71220182,65.20212965,70.7419962,0.060565118,2.355271465,3.517177841,0.796146915
102.1689552,97.39092093,180.6620403,35.94766739,63.55629984,63.59428647,47.00208002,67.95298884,70.48193083,0.061510503,2.473287563,3.523015007,0.789882438
100.1395301,100.1130938,175.6362058,35.38144184,58.84996619,65.91277596,45.12043666,63.19353232,73.44911218,0.046419643,2.297979798,3.701916176,0.785906874
104.8761738,102.7749665,179.9092882,31.40788974,59.990382,66.21185486,41.64321742,64.42729526,73.57616488,0.047805971,2.527777778,3.737486227,0.781678805
101.6426768,98.38790246,178.1233823,35.30518471,64.68107783,66.09095871,46.36600961,69.1015537,73.2032587,0.063055108,2.734019886,3.52481824,0.785524033
100.0402857,102.7298473,179.3572345,32.56053413,60.7320332,68.27112922,41.91283658,65.12600554,76.0276304,0.041078952,2.616635101,3.786967877,0.782452306
103.4319957,96.48470052,158.1643288,36.84490286,63.98922918,61.86283977,47.83547118,68.01172883,69.29269929,0.090018741,2.448784722,3.235989998,0.793787986
101.3022017,95.22353417,153.6242109,37.30587297,63.69300698,61.41808983,48.00873137,67.79257209,70.01712628,0.094718448,2.686119003,3.192239944,0.79691373
109.7342862,93.82714844,176.642953,30.24301097,59.38142759,64.32976526,41.10420489,63.90234755,70.97707146,0.060136325,2.290364583,3.514159351,0.79932028
107.4573469,92.97854522,171.2717902,34.47811405,61.52494323,65.13181779,45.60275692,65.34609615,71.93455158,0.061632492,2.434856376,3.512996527,0.776418443
106.1525608,100.9251894,174.7757852,34.60521175,57.81201019,66.7373669,44.53815696,61.52739302,74.59025883,0.046014632,2.109611742,3.684054641,0.782138521
112.3900331,90.9586194,131.1925308,31.7618753,50.82449386,59.70960048,42.29525209,55.16977641,69.6023343,0.092474931,1.920572917,3.202563424,0.811694032
108.1318458,91.94348761,178.8012054,34.28821341,60.77949774,67.05765309,45.39743724,64.73764481,74.14426459,0.060399805,2.542376894,3.568814893,0.789849689
111.6184205,92.44658499,174.7454427,31.01421534,58.56619468,64.76549342,41.43069718,62.75083383,71.48233166,0.057110756,2.352391098,3.557381197,0.794470822
110.9166765,90.87543403,174.5990077,30.03849907,57.69608117,64.78272025,40.71641327,62.23236645,71.40231871,0.058425889,2.226838699,3.522848822,0.80224561
106.5125276,88.70408183,169.080305,36.09814885,59.02312164,64.25925818,46.94658111,63.11351977,70.92026931,0.067404061,2.174636995,3.411432909,0.802203459
111.9912109,89.60938486,173.38227,30.63634143,56.66935755,64.27291056,41.26923262,61.10076956,71.09058532,0.057540397,2.30145202,3.549466563,0.797571147
112.8329585,86.78379498,132.613952,31.60153622,49.45574617,60.20505601,42.12349587,54.07049433,69.93531427,0.09456879,2.048966225,3.198732014,0.813162605
105.5913628,89.0258937,171.669478,35.38301234,55.09289828,63.38593343,45.30472575,58.93923123,70.1515311,0.041432045,2.240017361,3.755138538,0.750588363
112.8587536,91.75009864,157.0946476,30.41085368,57.36625903,63.51804166,40.90926676,61.2793602,70.37772293,0.075421534,2.072245896,3.33395977,0.808893177
104.1040976,96.4011699,183.2040029,36.23889051,63.10676053,63.6705305,47.03925091,67.25671632,71.07352763,0.060135338,2.570588699,3.584529809,0.778478665
108.6655717,96.56309186,180.7983349,34.56057388,60.81009088,64.93439206,44.98046437,64.65223528,72.29367838,0.057655698,2.438644255,3.613228047,0.786455003
106.885683,91.32597459,176.4681976,34.52631443,60.14484485,63.62537778,45.4581252,64.35895903,70.55042485,0.060844948,2.40139678,3.529101308,0.787440155
111.5985736,91.74939828,174.9493864,30.91056643,57.07339226,65.8316885,41.36500042,61.41486665,72.65412669,0.052922117,2.294152462,3.589527263,0.7981062
108.6095821,93.06800426,173.5869831,33.6826999,56.23649627,65.56957729,43.95096462,60.51979469,72.49875388,0.048645767,2.289930556,3.668252929,0.789935999
112.2371469,88.19712753,169.3899148,33.74523497,55.79909417,64.36680524,44.44894698,59.75991832,70.97773942,0.050861083,1.987373737,3.593045924,0.796103635
113.4960148,82.05665049,149.0427024,34.50960509,47.40024555,63.09396397,44.86534816,51.56892747,69.0844051,0.062906876,1.378511679,3.373898812,0.827599549
113.8599964,83.44250118,141.2778863,33.49961042,47.90570247,62.65506228,43.85721324,52.01604424,68.61936319,0.063323626,1.604008838,3.388760641,0.822120875
104.8586352,98.88220092,177.9933219,33.27018627,58.64726161,64.78404071,43.41171969,62.61759441,71.85505368,0.049869185,2.244673295,3.675134194,0.792252412
99.96442945,98.57885496,172.5508404,35.81389946,58.5901161,64.82545325,45.49469174,62.82421727,72.24669983,0.048188922,2.047032828,3.639198258,0.79446119
111.2802044,89.57575758,175.1318655,34.07455573,55.01037607,66.87313504,44.72772517,58.97085316,74.25061864,0.047010135,2.092013889,3.679879764,0.799744689
98.7239386,101.182193,171.6090593,35.1552089,57.89617911,65.53006814,44.58465595,62.3085075,73.06843046,0.04752054,1.999723801,3.634245599,0.7952126
112.3072226,89.41607481,136.26817,33.05382316,52.95109515,61.22227824,43.51728755,56.63006333,69.92428782,0.079998504,1.952888258,3.260858415,0.813522735
107.7585326,91.4712062,164.8614268,37.56754073,52.87207748,65.20065451,47.82400272,56.81093809,72.74514502,0.050734952,1.800465593,3.578560243,0.809501155
108.3308278,95.58843316,176.4236703,32.87504211,57.91079321,64.71035677,43.07479261,61.92894203,71.38672815,0.051034458,2.164141414,3.615754674,0.794685239
113.681976,90.04391572,146.1659959,29.92878966,51.30469839,62.36372174,40.29684904,55.09751757,68.6085748,0.068615914,1.699731692,3.364727705,0.816481935
112.1603535,93.66134983,171.8695747,30.79126194,53.25242672,64.3072023,41.06439463,57.25137712,71.03636275,0.049694935,1.960108902,3.600514349,0.801439229
105.7036379,86.24119121,150.4765724,39.59014845,49.20252284,63.17996316,49.44891204,53.56924429,71.2392165,0.056858065,1.366003788,3.434956899,0.82543503
107.2451961,94.30283302,173.5163747,33.15600711,60.63378332,63.14544911,44.33135636,64.76929628,69.42326515,0.065098998,2.138297033,3.438068724,0.79780554
111.4195766,95.99656723,178.6062678,31.1129695,58.58784783,63.69276102,41.73574729,62.4772386,70.36513626,0.054728903,2.292495265,3.584612055,0.792702904
111.4677044,94.02716619,177.5511561,31.03183732,56.95141345,62.79694663,41.65734459,60.85316125,69.48786651,0.053220003,2.144294508,3.59714433,0.79083734
102.4052734,100.4488538,170.3434541,34.16153162,56.47416515,63.16663837,44.34036897,60.8238951,70.38051149,0.05221613,1.859769571,3.562651787,0.805662317
